run_id,latent_dim,beta,model_name,freeze_transformer,lr,recon_loss,kl_loss,total_loss,best_model_path,best_model_score,beta_warmup_epochs,kl_free_bits,kl_used,last_model_path,last_model_score
ld32_b0.1_s0_20260308_092637,32,0.1,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03143980726599693,0.00578656978905201,0.03201846778392792,/teamspace/studios/this_studio/text-vae-nlp/runs/ld32_b0.1_s0_20260308_092637/checkpoints/best.ckpt,0.03201846778392792,,,,,
ld32_b0.1_s1_20260308_092813,32,0.1,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03130991384387016,0.005588217172771692,0.03186873346567154,/teamspace/studios/this_studio/text-vae-nlp/runs/ld32_b0.1_s1_20260308_092813/checkpoints/best.ckpt,0.03186873346567154,,,,,
ld32_b0.1_s2_20260308_092946,32,0.1,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.031224770471453667,0.005596936214715242,0.031784456223249435,/teamspace/studios/this_studio/text-vae-nlp/runs/ld32_b0.1_s2_20260308_092946/checkpoints/best.ckpt,0.031784456223249435,,,,,
ld32_b0.1_s42_20260311_001705,32,0.1,sentence-transformers/all-MiniLM-L6-v2,False,0.0002,0.0060307662934064865,0.030490024015307426,0.01100076548755169,,,5.0,0.1,0.04969998449087143,/teamspace/studios/this_studio/text-vae-nlp/runs/ld32_b0.1_s42_20260311_001705/checkpoints/last.ckpt,
ld32_b0.5_s0_20260308_093122,32,0.5,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03147466853260994,0.004660370294004679,0.03380485251545906,/teamspace/studios/this_studio/text-vae-nlp/runs/ld32_b0.5_s0_20260308_093122/checkpoints/best.ckpt,0.03380485251545906,,,,,
ld32_b0.5_s1_20260308_093256,32,0.5,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03134042024612427,0.004464324098080397,0.03357258439064026,/teamspace/studios/this_studio/text-vae-nlp/runs/ld32_b0.5_s1_20260308_093256/checkpoints/best.ckpt,0.03357258439064026,,,,,
ld32_b0.5_s2_20260308_093429,32,0.5,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03125682473182678,0.004531539045274258,0.0335225909948349,/teamspace/studios/this_studio/text-vae-nlp/runs/ld32_b0.5_s2_20260308_093429/checkpoints/best.ckpt,0.0335225909948349,,,,,
ld32_b1.0_s0_20260308_093648,32,1.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03147910535335541,0.004618051927536726,0.03609715774655342,/teamspace/studios/this_studio/text-vae-nlp/runs/ld32_b1.0_s0_20260308_093648/checkpoints/best.ckpt,0.03609715774655342,,,,,
ld32_b1.0_s1_20260308_093822,32,1.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.031344592571258545,0.004404743667691946,0.03574933484196663,/teamspace/studios/this_studio/text-vae-nlp/runs/ld32_b1.0_s1_20260308_093822/checkpoints/best.ckpt,0.03574933484196663,,,,,
ld32_b1.0_s2_20260308_093955,32,1.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.031261052936315536,0.004484149627387524,0.03574519604444504,/teamspace/studios/this_studio/text-vae-nlp/runs/ld32_b1.0_s2_20260308_093955/checkpoints/best.ckpt,0.03574519604444504,,,,,
ld32_b2.0_s0_20260308_094129,32,2.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03148118406534195,0.004606330767273903,0.04069385305047035,/teamspace/studios/this_studio/text-vae-nlp/runs/ld32_b2.0_s0_20260308_094129/checkpoints/best.ckpt,0.04069385305047035,,,,,
ld32_b2.0_s1_20260308_094302,32,2.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.031346749514341354,0.004388070199638605,0.04012288525700569,/teamspace/studios/this_studio/text-vae-nlp/runs/ld32_b2.0_s1_20260308_094302/checkpoints/best.ckpt,0.04012288525700569,,,,,
ld32_b2.0_s2_20260308_094436,32,2.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.031263288110494614,0.004471377935260534,0.04020604118704796,/teamspace/studios/this_studio/text-vae-nlp/runs/ld32_b2.0_s2_20260308_094436/checkpoints/best.ckpt,0.04020604118704796,,,,,
ld32_b4.0_s0_20260308_094609,32,4.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03148217499256134,0.004603751469403505,0.04989718273282051,/teamspace/studios/this_studio/text-vae-nlp/runs/ld32_b4.0_s0_20260308_094609/checkpoints/best.ckpt,0.04989718273282051,,,,,
ld32_b4.0_s1_20260308_094746,32,4.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03134777024388313,0.004381767939776182,0.04887484014034271,/teamspace/studios/this_studio/text-vae-nlp/runs/ld32_b4.0_s1_20260308_094746/checkpoints/best.ckpt,0.04887484014034271,,,,,
ld32_b4.0_s2_20260308_094921,32,4.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.031264327466487885,0.004467289429157972,0.04913349077105522,/teamspace/studios/this_studio/text-vae-nlp/runs/ld32_b4.0_s2_20260308_094921/checkpoints/best.ckpt,0.04913349077105522,,,,,
ld4_b0.1_s0_20260308_065435,4,0.1,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.026233181357383728,0.0020226447377353907,0.026435447856783867,/teamspace/studios/this_studio/text-vae-nlp/runs/ld4_b0.1_s0_20260308_065435/checkpoints/best.ckpt,0.026435447856783867,,,,,
ld4_b0.1_s1_20260308_065617,4,0.1,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.02619517594575882,0.002321458887308836,0.026427319273352623,/teamspace/studios/this_studio/text-vae-nlp/runs/ld4_b0.1_s1_20260308_065617/checkpoints/best.ckpt,0.026427319273352623,,,,,
ld4_b0.1_s2_20260308_065755,4,0.1,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.026415208354592323,0.002414729679003358,0.026656676083803177,/teamspace/studios/this_studio/text-vae-nlp/runs/ld4_b0.1_s2_20260308_065755/checkpoints/best.ckpt,0.026656676083803177,,,,,
ld64_b0.1_s0_20260308_095055,64,0.1,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.033127713948488235,0.009286152198910713,0.034056320786476135,/teamspace/studios/this_studio/text-vae-nlp/runs/ld64_b0.1_s0_20260308_095055/checkpoints/best.ckpt,0.034056320786476135,,,,,
ld64_b0.1_s1_20260308_095228,64,0.1,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03292378410696983,0.008614927530288696,0.03378528356552124,/teamspace/studios/this_studio/text-vae-nlp/runs/ld64_b0.1_s1_20260308_095228/checkpoints/best.ckpt,0.03378528356552124,,,,,
ld64_b0.1_s2_20260308_095401,64,0.1,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.0333394818007946,0.009174671955406666,0.0342569462954998,/teamspace/studios/this_studio/text-vae-nlp/runs/ld64_b0.1_s2_20260308_095401/checkpoints/best.ckpt,0.0342569462954998,,,,,
ld64_b0.5_s0_20260308_095534,64,0.5,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03315618634223938,0.008286918513476849,0.03729964420199394,/teamspace/studios/this_studio/text-vae-nlp/runs/ld64_b0.5_s0_20260308_095534/checkpoints/best.ckpt,0.03729964420199394,,,,,
ld64_b0.5_s1_20260308_095709,64,0.5,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03294994309544563,0.00779859209433198,0.0368492417037487,/teamspace/studios/this_studio/text-vae-nlp/runs/ld64_b0.5_s1_20260308_095709/checkpoints/best.ckpt,0.0368492417037487,,,,,
ld64_b0.5_s2_20260308_095842,64,0.5,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.033365290611982346,0.00831924844533205,0.03752491623163223,/teamspace/studios/this_studio/text-vae-nlp/runs/ld64_b0.5_s2_20260308_095842/checkpoints/best.ckpt,0.03752491623163223,,,,,
ld64_b1.0_s0_20260308_100018,64,1.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03315991535782814,0.008249254897236824,0.041409172117710114,/teamspace/studios/this_studio/text-vae-nlp/runs/ld64_b1.0_s0_20260308_100018/checkpoints/best.ckpt,0.041409172117710114,,,,,
ld64_b1.0_s1_20260308_100151,64,1.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03295358642935753,0.007773089222609997,0.0407266728579998,/teamspace/studios/this_studio/text-vae-nlp/runs/ld64_b1.0_s1_20260308_100151/checkpoints/best.ckpt,0.0407266728579998,,,,,
ld64_b1.0_s2_20260308_100326,64,1.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.0333687849342823,0.008285402320325375,0.04165419191122055,/teamspace/studios/this_studio/text-vae-nlp/runs/ld64_b1.0_s2_20260308_100326/checkpoints/best.ckpt,0.04165419191122055,,,,,
ld64_b2.0_s0_20260308_100501,64,2.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03316164389252663,0.008235489949584007,0.04963262379169464,/teamspace/studios/this_studio/text-vae-nlp/runs/ld64_b2.0_s0_20260308_100501/checkpoints/best.ckpt,0.04963262379169464,,,,,
ld64_b2.0_s1_20260308_100636,64,2.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03295543044805527,0.0077668349258601665,0.04848909750580788,/teamspace/studios/this_studio/text-vae-nlp/runs/ld64_b2.0_s1_20260308_100636/checkpoints/best.ckpt,0.04848909750580788,,,,,
ld64_b2.0_s2_20260308_100812,64,2.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03337029740214348,0.008274705149233341,0.04991970956325531,/teamspace/studios/this_studio/text-vae-nlp/runs/ld64_b2.0_s2_20260308_100812/checkpoints/best.ckpt,0.04991970956325531,,,,,
ld64_b4.0_s0_20260308_100946,64,4.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03316257894039154,0.008228851482272148,0.06607798486948013,/teamspace/studios/this_studio/text-vae-nlp/runs/ld64_b4.0_s0_20260308_100946/checkpoints/best.ckpt,0.06607798486948013,,,,,
ld64_b4.0_s1_20260308_101121,64,4.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03295624256134033,0.007765594869852066,0.0640186220407486,/teamspace/studios/this_studio/text-vae-nlp/runs/ld64_b4.0_s1_20260308_101121/checkpoints/best.ckpt,0.0640186220407486,,,,,
ld64_b4.0_s2_20260308_101257,64,4.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.03337112069129944,0.008270193822681904,0.06645189970731735,/teamspace/studios/this_studio/text-vae-nlp/runs/ld64_b4.0_s2_20260308_101257/checkpoints/best.ckpt,0.06645189970731735,,,,,
ld8_b0.1_s0_20260308_083843,8,0.1,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.028426872566342354,0.0028154440224170685,0.028708413243293762,/teamspace/studios/this_studio/text-vae-nlp/runs/ld8_b0.1_s0_20260308_083843/checkpoints/best.ckpt,0.028708413243293762,,,,,
ld8_b0.1_s1_20260308_084017,8,0.1,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.02819807454943657,0.0028534377925097942,0.028483416885137558,/teamspace/studios/this_studio/text-vae-nlp/runs/ld8_b0.1_s1_20260308_084017/checkpoints/best.ckpt,0.028483416885137558,,,,,
ld8_b0.1_s2_20260308_084148,8,0.1,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.02819254621863365,0.0028504845686256886,0.028477592393755913,/teamspace/studios/this_studio/text-vae-nlp/runs/ld8_b0.1_s2_20260308_084148/checkpoints/best.ckpt,0.028477592393755913,,,,,
ld8_b0.5_s0_20260308_084320,8,0.5,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.028482506051659584,0.0013226758455857635,0.02914385125041008,/teamspace/studios/this_studio/text-vae-nlp/runs/ld8_b0.5_s0_20260308_084320/checkpoints/best.ckpt,0.02914385125041008,,,,,
ld8_b0.5_s1_20260308_084452,8,0.5,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.028241831809282303,0.0014140437124297023,0.02894885465502739,/teamspace/studios/this_studio/text-vae-nlp/runs/ld8_b0.5_s1_20260308_084452/checkpoints/best.ckpt,0.02894885465502739,,,,,
ld8_b0.5_s2_20260308_084625,8,0.5,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.028235964477062225,0.0014982398133724928,0.02898508496582508,/teamspace/studios/this_studio/text-vae-nlp/runs/ld8_b0.5_s2_20260308_084625/checkpoints/best.ckpt,0.02898508496582508,,,,,
ld8_b1.0_s0_20260308_084759,8,1.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.028492050245404243,0.0012390362098813057,0.029731087386608124,/teamspace/studios/this_studio/text-vae-nlp/runs/ld8_b1.0_s0_20260308_084759/checkpoints/best.ckpt,0.029731087386608124,,,,,
ld8_b1.0_s1_20260308_084931,8,1.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.028249591588974,0.0013238480314612389,0.029573438689112663,/teamspace/studios/this_studio/text-vae-nlp/runs/ld8_b1.0_s1_20260308_084931/checkpoints/best.ckpt,0.029573438689112663,,,,,
ld8_b1.0_s2_20260308_085103,8,1.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.028243092820048332,0.0014216663548722863,0.029664762318134308,/teamspace/studios/this_studio/text-vae-nlp/runs/ld8_b1.0_s2_20260308_085103/checkpoints/best.ckpt,0.029664762318134308,,,,,
ld8_b2.0_s0_20260308_085235,8,2.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.028496747836470604,0.0012176857562735677,0.030932119116187096,/teamspace/studios/this_studio/text-vae-nlp/runs/ld8_b2.0_s0_20260308_085235/checkpoints/best.ckpt,0.030932119116187096,,,,,
ld8_b2.0_s1_20260308_085423,8,2.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.028253866359591484,0.001302669057622552,0.03085920214653015,/teamspace/studios/this_studio/text-vae-nlp/runs/ld8_b2.0_s1_20260308_085423/checkpoints/best.ckpt,0.03085920214653015,,,,,
ld8_b2.0_s2_20260308_085603,8,2.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.028246933594346046,0.0013966357801109552,0.03104020655155182,/teamspace/studios/this_studio/text-vae-nlp/runs/ld8_b2.0_s2_20260308_085603/checkpoints/best.ckpt,0.03104020655155182,,,,,
ld8_b4.0_s0_20260308_085736,8,4.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.028499219566583633,0.0012138118036091328,0.033354468643665314,/teamspace/studios/this_studio/text-vae-nlp/runs/ld8_b4.0_s0_20260308_085736/checkpoints/best.ckpt,0.033354468643665314,,,,,
ld8_b4.0_s1_20260308_085913,8,4.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.028255963698029518,0.0012962223263457417,0.033440861850976944,/teamspace/studios/this_studio/text-vae-nlp/runs/ld8_b4.0_s1_20260308_085913/checkpoints/best.ckpt,0.033440861850976944,,,,,
ld8_b4.0_s2_20260308_090055,8,4.0,sentence-transformers/all-MiniLM-L6-v2,True,0.0002,0.028248948976397514,0.001389391371048987,0.033806510269641876,/teamspace/studios/this_studio/text-vae-nlp/runs/ld8_b4.0_s2_20260308_090055/checkpoints/best.ckpt,0.033806510269641876,,,,,
