pair_id,label_A,label_B,text_A,text_B
3,I've found an additional concept that may be related to the original question: prototype theory.,"According to current models of human concept learning, the answer to your question is both."

t,cos_to_A,cos_to_B,nn_rank,nn_cos,nn_text
0.0,0.7283955216407776,0.5645003318786621,1,0.8725093007087708,A woman standing in front of trees and smiling.
0.0,0.7283955216407776,0.5645003318786621,2,0.8717867732048035,A dog running through a forest in the winter time
0.0,0.7283955216407776,0.5645003318786621,3,0.8716468811035156,A black and brown dog runs through the woods.
0.0,0.7283955216407776,0.5645003318786621,4,0.8715205192565918,The cowboy rode his horse in the desert.
0.0,0.7283955216407776,0.5645003318786621,5,0.8714978694915771,The man spread butter on the loaf of bread.
0.1,0.7189817428588867,0.5445903539657593,1,0.890282154083252,A boy falls off his bike.
0.1,0.7189817428588867,0.5445903539657593,2,0.8899760246276855,A beagle walks along the calm shore.
0.1,0.7189817428588867,0.5445903539657593,3,0.889967679977417,A shirtless man catches a football
0.1,0.7189817428588867,0.5445903539657593,4,0.8899240493774414,Two men sailing in a small sailboat.
0.1,0.7189817428588867,0.5445903539657593,5,0.8897740840911865,Two surfers on riding a small wave.
0.2,0.7211424708366394,0.5878620743751526,1,0.8954075574874878,A passenger train waiting in a station.
0.2,0.7211424708366394,0.5878620743751526,2,0.8952488899230957,A small boy playing in the snow.
0.2,0.7211424708366394,0.5878620743751526,3,0.8951060771942139,A man walks two dogs in the city.
0.2,0.7211424708366394,0.5878620743751526,4,0.8950265645980835,A white dog walking in the snow.
0.2,0.7211424708366394,0.5878620743751526,5,0.8949781656265259,A young boy is holding a guitar.
0.3,0.6954851746559143,0.5204867124557495,1,0.8626822233200073,A train sitting on the tracks near a field.
0.3,0.6954851746559143,0.5204867124557495,2,0.8626705408096313,The person is removing the scales from the fish.
0.3,0.6954851746559143,0.5204867124557495,3,0.8625929355621338,The people got off the train at the station.
0.3,0.6954851746559143,0.5204867124557495,4,0.8624760508537292,The man drilled holes into the wood.
0.3,0.6954851746559143,0.5204867124557495,5,0.8624136447906494,Five cows are grazing beside the road.
0.4,0.7253828644752502,0.544917106628418,1,0.869750440120697,A boy jumping in the air on the beach.
0.4,0.7253828644752502,0.544917106628418,2,0.8691649436950684,The dog ran in the water at the beach.
0.4,0.7253828644752502,0.544917106628418,3,0.8689656257629395,A young boy jumping in the air at the beach.
0.4,0.7253828644752502,0.544917106628418,4,0.8689521551132202,A dog is on the beach near a ball.
0.4,0.7253828644752502,0.544917106628418,5,0.8689092993736267,"A brown dog runs on the sand, holding a stick."
0.5,0.6830822229385376,0.5416261553764343,1,0.8702247142791748,A boy falls off his bike.
0.5,0.6830822229385376,0.5416261553764343,2,0.87005615234375,Two eagles sitting on a long branch.
0.5,0.6830822229385376,0.5416261553764343,3,0.870043158531189,A big green ball knocks a potato over.
0.5,0.6830822229385376,0.5416261553764343,4,0.8700186014175415,Two rams stand on snowy ground.
0.5,0.6830822229385376,0.5416261553764343,5,0.8699460625648499,A small monkey walks through water.
0.6,0.7155453562736511,0.5570480227470398,1,0.9004312753677368,A man is jumping rope outside.
0.6,0.7155453562736511,0.5570480227470398,2,0.8999691009521484,An officer is talking to recruits.
0.6,0.7155453562736511,0.5570480227470398,3,0.8999079465866089,A boy is playing key board.
0.6,0.7155453562736511,0.5570480227470398,4,0.8998320698738098,A woman is applying eye makeup.
0.6,0.7155453562736511,0.5570480227470398,5,0.8997029662132263,A man and woman are talking.
0.7,0.6960069537162781,0.5326489210128784,1,0.8708500862121582,A man with glasses is talking.
0.7,0.6960069537162781,0.5326489210128784,2,0.870468258857727,A man is spreading out dough.
0.7,0.6960069537162781,0.5326489210128784,3,0.8704630136489868,A woman is chopping garlic.
0.7,0.6960069537162781,0.5326489210128784,4,0.8700101375579834,A man and woman are talking.
0.7,0.6960069537162781,0.5326489210128784,5,0.8699593544006348,A woman is chopping octopus.
0.8,0.722714900970459,0.5676085948944092,1,0.8769526481628418,A young girl riding a white and grey horse.
0.8,0.722714900970459,0.5676085948944092,2,0.8754943609237671,A dog is pulling a child down a hill.
0.8,0.722714900970459,0.5676085948944092,3,0.8753150701522827,A man on a mountain bike going down an incline.
0.8,0.722714900970459,0.5676085948944092,4,0.8752377033233643,A man on a bike nest to a river.
0.8,0.722714900970459,0.5676085948944092,5,0.8752366304397583,A girl wearing a red blouse riding a brown horse.
0.9,0.6878063082695007,0.5489305853843689,1,0.8759521245956421,A man and woman is eating.
0.9,0.6878063082695007,0.5489305853843689,2,0.8754559755325317,A young girl going down a tube slide.
0.9,0.6878063082695007,0.5489305853843689,3,0.8754339218139648,A man and woman are talking.
0.9,0.6878063082695007,0.5489305853843689,4,0.8751285076141357,A large bird is flying through the air.
0.9,0.6878063082695007,0.5489305853843689,5,0.8751143217086792,A woman is frying meat.
1.0,0.7274940609931946,0.5722402930259705,1,0.8841617107391357,A yellow school bus parked in a field.
1.0,0.7274940609931946,0.5722402930259705,2,0.883974015712738,A young girl holds up a peace sign.
1.0,0.7274940609931946,0.5722402930259705,3,0.8835325837135315,A blue jay standing in a grassy field.
1.0,0.7274940609931946,0.5722402930259705,4,0.8835281133651733,A cartoon woman dives into a pool.
1.0,0.7274940609931946,0.5722402930259705,5,0.8834587931632996,A man is throwing knives at a tree.
